bermimpi	ber mimpi
mengizinkannya	men izin kan nya
binaan	bina an
restoran	restoran
menyesuaikan	men sesuai kan
danau	danau
penggerak	pen gerak
pengupahan	pen upah an
profesionalismenya	profesionalisme nya
berkonotasi	ber konotasi
mencacah	men cacah
pemiliknya	pen milik nya
pandangnya	pandang nya
jinak	jinak
pidato	pidato
berkesusahan	ber ke susah an
pergiliran	per gilir an
alunan	alun an
memimpin	men pimpin
racun	racun
mengukur	men ukur
penyeleksian	pen seleksi an
segan	segan
standarisasi	standarisasi
dongeng	dongeng
pasifik	pasifik
heran	heran
penjadwalan	pen jadwal an
sekiranya	sekira nya
ditelaah	di telaah
diagnosis	diagnosis
menyuapkannya	men suap kan nya
menginterpretasikan	men interpretasi kan
kompensasi	kompensasi
pekan	pekan
pesawat	pesawat
rapat	rapat
angkatan	angkat an
dilatarbelakangi	di latarbelakang i
dimasukkan	di masuk kan
cincin	cincin
beranggaran	ber anggar an
bergantian	ber ganti an
memberdayakan	men ber daya kan
berobatnya	ber obat nya
dampingan	damping an
motivasi	motivasi
catatannya	catat an nya
berbatu	ber batu
kena	kena
memasuki	men masuk i
kerangka	kerangka
nonaset	non aset
berkoordinasi	ber koordinasi
dicerai	di cerai
menggantung	men gantung
disinyalir	di sinyalir
menghilangnya	men hilang nya
diteruskan	di terus kan
membebankan	men beban kan
lintas	lintas
sore	sore
mengaduk	men aduk
menunggu	men tunggu
bawah	bawah
negatif	negatif
musium	musium
berhikmat	ber hikmat
terkalahkan	terkalahkan
alias	alias
kumpul	kumpul
paman	paman
prioritas	prioritas
pejabat	pejabat
sensasi	sensasi
pengarahannya	pen arah an nya
perumpamaannya	per umpama an nya
penyembuhan	pen sembuh an
menunggunya	men tunggu nya
tatap	tatap
penanggung	pen tanggung
pemeringkatan	pen peringkat an
dirahasiakan	di rahasia kan
lihat	lihat
alot	alot
menyemangatinya	men semangat i nya
pengobatannya	pen obat an nya
asa	asa
dipunyai	di punya i
merenovasi	men renovasi
sungkan	sungkan
disurvei	di survei
menjerit	men jerit
terencana	ter rencana
jarum	jarum
isteri	isteri
penggolongan	pen golong an
dicirikan	di ciri kan
lokalnya	lokal nya
disesatkan	di sesat kan
fokus	fokus
dekan	dek an
pihak	pihak
mendokumentasi	men dokumentasi
artikelnya	artikel nya
gema	gema
perbendaharaan	per bendahara an
cetak	cetak
dilupakannya	di lupa kan nya
ditaruh	di taruh
sasarannya	sasar an nya
canada	canada
kurikulum	kurikulum
ludah	ludah
ketahui	ketahui
mengecam	men kecam
batal	batal
kiri	kiri
pemberontakan	pen berontak an
mulutku	mulut ku
ditargetkan	di target kan
disebabkan	di sebab kan
imigrasi	imigrasi
menuding	men tuding
mencetuskan	men cetus kan
mengunci	men kunci
kampanye	kampanye
subur	subur
menerangi	men terang i
penyuapan	pen suap an
renggang	renggang
berakar	ber akar
dipilihkan	di pilih kan
mendalam	men dalam
ditekan	di tekan
turbin	turbin
kawan	kawan
murid	murid
musikal	musikal
menyuarakan	men suara kan
dikabulkan	di kabul kan
terhambatnya	ter hambat nya
diterbangkan	di terbang kan
bergulir	ber gulir
metodologi	metodologi
suap	suap
sarangnya	sarang nya
cengkeraman	cengkeram an
berlangganan	ber langgan an
mantap	mantap
dibohongi	di bohong i
sektarian	sektarian
menangisinya	men tangis i nya
arah	arah
pernapasan	per napas an
menjenguk	men jenguk
musuh	musuh
menjabarkan	men jabar kan
buta	buta
sehari	se hari
pengambilannya	pen ambil an nya
dituju	di tuju
memantapkan	men mantap kan
penimbangan	pen timbang an
ribuan	ribu an
mekaniknya	mekanik nya
produksi	produksi
pelikan	pelik an
terakumulasi	ter akumulasi
termin	ter min
pikirkan	pikir kan
pengepakan	pen kepak an
setimpal	setimpal
jahe	jahe
bayarkan	bayar kan
kinerja	kinerja
ditabrak	di tabrak
gerutuan	gerutu an
berkepanjangan	ber ke panjang an
sabuk	sabuk
berulang	ber ulang
direkrut	di rekrut
korea	korea
memperdulikan	men perduli kan
tersentuh	ter sentuh
penyerahan	pen serah an
inspektur	inspektur
perkaretan	per karet an
obyek	obyek
dibuat	di buat
nopember	nopember
pekerjaanku	pekerja an ku
bbm	bbm
membanggakan	men bangga kan
jeratan	jerat an
penangkapan	pen tangkap an
dimodifikasi	di modifikasi
mendorongnya	men dorong nya
tepian	tepi an
edaran	edar an
antipesawat	anti pesawat
menerbangkan	men terbang kan
mengevaluasi	men evaluasi
mengemudi	men kemudi
seriusnya	serius nya
mutlak	mutlak
menghentikan	men henti kan
mengimunisasi	men imunisasi
puskesmas	puskesmas
terjembatani	ter jembatan i
melamar	men lamar
menyusutnya	men susut nya
kas	kas
pendaftaran	pen daftar an
penekan	pen tekan
bernegara	ber negara
antikekerasan	anti ke keras an
diberikannya	di beri kan nya
mengingkari	men ingkar i
penyederhanaan	pen sederhana an
maret	maret
disaat	di saat
mengidentifikasikan	men identifikasi kan
produk	produk
aturannya	atur an nya
laksana	laksana
leluasa	leluasa
menyetujui	men setuju i
pembukaan	pen buka an
pungutan	pungut an
garam	garam
pemulihan	pen pulih an
dilindungi	di lindung i
bimbang	bimbang
bersekutu	ber sekutu
ujungnya	ujung nya
diadukan	di adu kan
dipermasalahkan	di per masalah kan
pengusaha	pen usaha
kepergianku	ke pergi an ku
rapuh	rapuh
sekurangnya	se kurang nya
mengalihkan	men alih kan
penalarannya	pen nalar an nya
menginjeksi	men injeksi
sumatera	sumatera
mengabari	men kabar i
swalayan	swalayan
dilelang	di lelang
entrinya	entri nya
searah	se arah
menengok	men tengok
berbentuk	ber bentuk
memedulikan	men peduli kan
aliran	alir an
membohongi	men bohong i
menang	menang
penanaman	pen tanam an
sempurnanya	sempurna nya
diperdakan	di perda kan
digarisbawahi	di garisbawah i
bungsu	bungsu
penjaminnya	pen jamin nya
bentrokan	bentrok an
meminati	men minat i
gelombang	gelombang
berimbang	ber imbang
jubah	jubah
penyusunan	pen susun an
jawabannya	jawab an nya
didirikannya	di diri kan nya
ditekankan	di tekan kan
mentransformasikan	men transformasi kan
kepercayaan	ke percaya an
antarkabupaten	antar kabupaten
penitipan	pen titip an
gembalaku	gembala aku
menjanjikan	men janji kan
pertanggungjawaban	per tanggungjawab an
diterbitkannya	di terbit kan nya
diubah	di ubah
instansinya	instansi nya
pemanfaatnya	pen manfaat nya
tentu	tentu
pengungkapan	pen ungkap an
disaksikan	di saksi kan
pilihan	pilih an
beku	beku
putusan	putus an
saluran	salur an
kemunduran	ke mundur an
mencicil	men cicil
membiayai	men biaya i
pelebaran	pen lebar an
konstan	konstan
penyemprotan	pen semprot an
sertifikasi	sertifikasi
badannya	badan nya
devisa	devisa
polos	polos
jamu	jamu
neraka	neraka
didistribusikan	di distribusi kan
substansinya	substansi nya
pengajuannya	pen aju an nya
congkak	congkak
angsa	angsa
jadinya	jadi nya
mengoleksi	men koleksi
melimpahkan	men limpah kan
ujarnya	ujar nya
protokol	protokol
memonopoli	men monopoli
persamaan	per sama an
bersejarah	ber sejarah
rotasi	rotasi
sistemnya	sistem nya
terluka	ter luka
lumpuh	lumpuh
diuruskan	di urus kan
prajurit	prajurit
kanwil	kanwil
upayanya	upaya nya
mengurangkan	men kurang kan
voltase	voltase
dipastikan	di pasti kan
petunjuk	petunjuk
disetujuinya	di setuju i nya
perpaduan	per padu an
mamalia	mamalia
singkat	singkat
mendaftarkan	men daftar kan
dipasang	di pasang
pembayaran	pen bayar an
