halnya	hal nya
melupakannya	men lupa kan nya
tangani	tangan i
urusan	urus an
berpulang	ber pulang
menganyam	men anyam
penggenapan	pen genap an
pertanggungan	per tanggung an
yatim	yatim
meninjunya	men tinju nya
belakangku	belakang ku
kuatirmu	kuatir mu
terdukung	ter dukung
kapasitas	kapasitas
tenteram	tenteram
biasa	biasa
permasalahannya	per masalah an nya
cuaca	cuaca
menghantarkan	men hantar kan
dihubungkan	di hubung kan
ibukota	ibukota
bervariasi	ber variasi
pabrikan	pabrik an
diakhiri	di akhir i
jatah	jatah
mengubahkan	men ubah kan
mengefisienkan	men efisien kan
satkernya	satker nya
waris	waris
bentuknya	bentuk nya
harumnya	harum nya
tabungannya	tabung an nya
didekatnya	di dekat nya
berfungsi	ber fungsi
inflasi	inflasi
sebal	sebal
nonperdagangan	non per dagang an
asteroid	asteroid
sepatu	sepatu
ratusan	ratus an
pematang	pen matang
dimakannya	di makan nya
konsumsinya	konsumsi nya
pembidiknya	pen bidik nya
surat	surat
biografi	biografi
tagih	tagih
mungil	mungil
membantunya	men bantu nya
berencana	ber rencana
diasingkan	di asing kan
mengingat	men ingat
berteriak	ber teriak
bersahabat	ber sahabat
meter	meter
sidang	sidang
dipinjam	di pinjam
terakhirnya	ter akhir nya
rasial	rasial
personal	personal
berdusta	ber dusta
bermigrasi	ber migrasi
tinjauan	tinjau an
penginjilannya	pen injil an nya
demokrasi	demokrasi
prospek	prospek
mual	mual
lokasi	lokasi
pembahasan	pen bahas an
mengetahuinya	men ketahui nya
kerangka	kerangka
gangguan	ganggu an
mendorongnya	men dorong nya
mempublikasikannya	men publikasi kan nya
arahnya	arah nya
internalnya	internal nya
semangnya	semang nya
emas	emas
membujuknya	men bujuk nya
penganggaran	pen anggar an
dipikat	di pikat
astronom	astronom
mei	mei
serakah	serakah
melantunkan	men lantun kan
siaran	siar an
sangka	sangka
demo	demo
norwegia	norwegia
tengah	tengah
direkapitulasi	di rekapitulasi
anggaran	anggar an
berpenampilan	ber pen tampil an
renovasi	renovasi
kapital	kapital
pala	pala
penggarap	pen garap
penerjemah	pen terjemah
tanahnya	tanah nya
diperparah	di per parah
rindu	rindu
berdampak	ber dampak
mengesampingkan	men kesamping kan
dipinjamkan	di pinjam kan
dikekang	di kekang
kehendak	kehendak
jubah	jubah
mengungguli	men unggul i
aktivitasnya	aktivitas nya
akurat	akurat
layanan	layan an
pemantauannya	pen pantau an nya
melekat	men lekat
surga	surga
upaya	upaya
monitornya	monitor nya
mendengarnya	men dengar nya
antarpemerintahan	antar pen perintah an
mengajukannya	men aju kan nya
penggugat	pen gugat
ingatannya	ingat an nya
tongkat	tongkat
tetapnya	tetap nya
grup	grup
pemboman	pen bom an
usang	usang
apik	apik
tari	tari
rantai	rantai
pertanahan	per tanah an
dicanangkan	di canang kan
teknik	teknik
dikagumi	di kagum i
penyelesaiannya	pen selesai an nya
memimpikan	men mimpi kan
diperbolehkan	di per boleh kan
dilanjutkannya	di lanjut kan nya
keguguran	ke gugur an
noninfrastruktur	non infrastruktur
muda	muda
penjembatanan	pen jembatan an
jasanya	jasa nya
salinan	salin an
komprehensif	komprehensif
tetapkan	tetap kan
tunduk	tunduk
pelabuhan	pen labuh an
diplomatik	diplomatik
diraihnya	di raih nya
penggelapan	pen gelap an
diperberat	di per berat
antardusun	antar dusun
kulalui	ku lalu i
perangnya	perang nya
upahan	upah an
arti	arti
kasih	kasih
penyempurnaan	pen sempurna an
korupsinya	korupsi nya
realisasinya	realisasi nya
mendaftarkan	men daftar kan
meletakkannya	men letak kan nya
menggelapkan	men gelap kan
menggagalkan	men gagal kan
institusinya	institusi nya
tubuhmu	tubuh mu
tesisnya	tesis nya
hutang	hutang
mengutamakan	men utama kan
pembatas	pen batas
menjahit	men jahit
melanjutkan	men lanjut kan
dirampok	di rampok
senior	senior
menabrak	men tabrak
rahmat	rahmat
ramah	ramah
terlintas	ter lintas
perpindahan	per pindah an
aktor	aktor
jajaran	jajar an
pembedaan	pen beda an
bertingkah	ber tingkah
pasangannya	pasang an nya
nonanggota	non anggota
pinggiran	pinggir an
berantai	ber rantai
divalidasi	di validasi
karpet	karpet
penopang	pen topang
menggoda	men goda
identitasnya	identitas nya
menunggunya	men tunggu nya
mencermatinya	men cermat i nya
menkeu	menkeu
mereformasi	men reformasi
ruangan	ruang an
juruselamatku	juruselamat ku
norma	norma
angin	angin
teraman	ter aman
menyegarkan	men segar kan
serumah	se rumah
pemotongan	pen potong an
mendadak	mendadak
membalikkannya	men balik kan nya
bulu	bulu
penghalang	pen halang
persemaian	per semai an
interupsi	interupsi
pahamnya	paham nya
peneguhan	pen teguh an
pendarahan	pen darah an
menampung	men tampung
unik	unik
mempersoalkannya	men soal kan nya
berkesudahan	ber ke sudah an
menjadwal	men jadwal
mengucapkannya	men ucap kan nya
diimplementasikan	di implementasi kan
pendapat	pen dapat
sukunya	suku nya
tersebarnya	ter sebar nya
membanjiri	men banjir i
memasarkan	men pasar kan
pengunjung	pen kunjung
dibebankan	di beban kan
berkelanjutan	ber ke lanjut an
uu	uu
kostum	kostum
dijumlahkan	di jumlah kan
terumbu	terumbu
disingkapkan	di singkap kan
tereliminasi	ter eliminasi
menargetkan	men target kan
mengagumi	men kagum i
klien	klien
pewawancara	pen wawancara
penulisannya	pen tulis an nya
menginvestasikannya	men investasi kan nya
dugaan	duga an
menguburkan	men kubur kan
sedekah	sedekah
teritorial	teritorial
maksimalnya	maksimal nya
tersendat	tersendat
penolakan	pen tolak an
konservasi	konservasi
merusakkannya	men rusak kan nya
tangan	tangan
luas	luas
komposisi	komposisi
radius	radius
potong	potong
lindung	lindung
mengupayakan	men upaya kan
penyulingan	pen suling an
institusi	institusi
lokalnya	lokal nya
melatih	men latih
mengelilingi	men keliling i
harun	harun
jenderal	jenderal
menyalahgunakan	men salahguna kan
menggulirkan	men gulir kan
dibohongi	di bohong i
menyelidiki	men selidik i
hafalan	hafal an
terendam	ter rendam
tujuannya	tuju an nya
silahkan	silahkan
menyiratkan	men sirat kan
penjajahan	pen jajah an
pembahas	pen bahas
terinspirasi	ter inspirasi
menaruhnya	men taruh nya
dibutakan	di buta kan
pegawai	pegawai
setulusnya	se tulus nya
tewasnya	tewas nya
memanggilnya	men panggil nya
menyiarkannya	men siar kan nya
komoditi	komoditi
depanmu	depan mu
bersaat	ber saat
lontarkan	lontar kan
debiturnya	debitur nya
perdagangannya	per dagang an nya
menangkap	men tangkap
noda	noda
masuk	masuk
menumpasnya	men tumpas nya
perumpamaannya	per umpama an nya
biola	biola
antarnegara	antar negara
menggali	men gali
luntur	luntur
maksud	maksud
majikannya	majikan nya
ringkasannya	ringkas an nya
tempel	tempel
cd	cd
afiliasi	afiliasi
terangkum	ter rangkum
payahmu	payah mu
komponennya	komponen nya
tertutupi	ter tutup i
lapangan	lapang an
mengeluh	men keluh
mengulas	men ulas
pakunya	paku nya
penulisan	pen tulis an
tagihan	tagih an
pengendali	pen kendali
situasi	situasi
pagar	pagar
jaksa	jaksa
bermunculan	ber muncul an
dipahaminya	di paham i nya
marjinal	marjinal
mil	mil
aduk	aduk
pemecatan	pen pecat an
bercerita	ber cerita
memediasi	men mediasi
pembebanan	pen beban an
menyembunyikan	men sembunyi kan
menahun	men tahun
administratif	administratif
terpintar	ter pintar
ditetapkannya	di tetap kan nya
beranggapan	ber anggap an
memperbaharui	men baharu i
dikonversi	di konversi
dimensi	dimensi
awal	awal
menyedot	men sedot
susunan	susun an
penindakan	pen tindak an
berlawanan	ber lawan an
melindungi	men lindung i
seluas	se luas
penyiarnya	pen siar nya
ditiadakan	di tiada kan
bubur	bubur
terdistribusikan	ter distribusi kan
ditemani	di teman i
bapanya	bapa nya
teladanku	teladan ku
pembagian	pen bagi an
